"Quinta-feira","Pico","Buscar","borda não","refrigerante não","26","00:32:00"
"Quinta-feira","Pico","Buscar","borda não","refrigerante sim","25","00:33:00"
"Quinta-feira","Pico","Buscar","borda não","refrigerante não","22","00:45:00"
"Quinta-feira","Final","Buscar","borda não","refrigerante sim","23.5","00:36:00"
"Quinta-feira","Final","Entrega","borda não","refrigerante não","20.5","00:43:00"
"Sexta-feira","Inicio","Buscar","borda sim","refrigerante não","30.5","00:35:00"
"Sexta-feira","Inicio","Buscar","borda não","refrigerante não","20","00:40:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante não","22.5","00:27:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante sim","34","00:45:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante sim","37","00:31:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante sim","29","00:28:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante não","35","00:40:00"
"Sexta-feira","Pico","Entrega","borda sim","refrigerante não","32","00:42:00"
"Sexta-feira","Pico","Buscar","borda não","refrigerante não","28","00:38:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante não","31","00:39:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante não","26","00:40:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante não","26","00:40:00"
"Sexta-feira","Pico","Buscar","borda não","refrigerante não","30","00:42:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante não","20","00:46:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante não","33","00:46:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante sim","35","00:44:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante não","22.5","00:49:00"
"Sexta-feira","Pico","Buscar","borda não","refrigerante não","32","00:30:00"
"Sexta-feira","Pico","Buscar","borda não","refrigerante não","30","00:30:00"
"Sexta-feira","Pico","Entrega","borda não","refrigerante não","31","00:55:00"
"Sexta-feira","Final","buscar","borda não","refrigerante não","19.5","00:40:00"
"Sexta-feira","Final","Entrega","borda não","refrigerante não","35","00:15:00"
"Sexta-feira","Final","Entrega","borda não","refrigerante não","30.5","00:15:00"
"Sexta-feira","Final","Entrega","borda não","refrigerante não","17.5","00:15:00"
"Sábado","Inicio","Buscar","borda não","refrigerante não","21","00:50:00"
"Sábado","Inicio","Entrega","borda não","refrigerante não","25.5","00:35:00"
"Sábado","Inicio","Entrega","borda sim","refrigerante não","37","00:40:00"
"Sábado","Inicio","Entrega","borda não","refrigerante não","20.5","00:34:00"
"Sábado","Inicio","buscar","borda não","refrigerante não","36","00:36:00"
"Sábado","Inicio","Buscar","borda não","refrigerante não","27","00:25:00"
"Sábado","Inicio","Buscar","borda não","refrigerante não","12","00:55:00"
"Sábado","Inicio","Entrega","borda não","refrigerante sim","38","00:35:00"
"Sábado","Inicio","Entrega","borda não","refrigerante não","41","00:32:00"
"Sábado","Pico","Buscar","borda não","refrigerante não","28","00:51:00"
"Sábado","Pico","Buscar","borda não","refrigerante sim","25","00:50:00"
"Sábado","Pico","Buscar","borda não","refrigerante não","23","00:25:00"
"Sábado","Pico","Entrega","borda não","refrigerante não","25.5","00:40:00"
"Sábado","Pico","Buscar","borda não","refrigerante não","23","00:52:00"
"Sábado","Pico","Entrega","borda não","refrigerante sim","34","00:36:00"
"Sábado","Pico","Entrega","borda não","refrigerante não","25","00:55:00"
"Sábado","Pico","Buscar","borda sim","refrigerante sim","27","00:53:00"
"Sábado","Pico","Entrega","borda não","refrigerante não","23","00:50:00"
"Sábado","Pico","Entrega","borda não","refrigerante não","24.5","00:27:00"
"Sábado","Pico","Entrega","borda não","refrigerante não","38.5","00:55:00"
"Sábado","Pico","Entrega","borda não","refrigerante não","38.5","00:45:00"
"Sábado","Pico","Buscar","borda não","refrigerante não","20","00:50:00"
"Sábado","Pico","Entrega","borda não","refrigerante não","20.5","00:39:00"
"Sábado","Pico","Entrega","borda não","refrigerante não","24.5","00:43:00"
"Sábado","Final","Buscar","borda não","refrigerante não","27","00:26:00"
"Domingo","Inicio","Entrega","borda não","refrigerante não","35","00:53:00"
"Domingo","Inicio","Entrega","borda não","refrigerante não","24.5","00:30:00"
"Domingo","Inicio","Entrega","borda não","refrigerante sim","30","00:33:00"
"Domingo","Inicio","Entrega","borda sim","refrigerante não","25.5","00:47:00"
"Domingo","Inicio","Entrega","borda sim","refrigerante não","27.5","00:45:00"
"Domingo","Pico","Entrega","borda não","refrigerante não","30.5","00:33:00"
"Domingo","Pico","Buscar","borda não","refrigerante não","26","00:39:00"
"Domingo","Pico","Entrega","borda não","refrigerante não","38.5","00:51:00"
"Domingo","Pico","Entrega","borda não","refrigerante não","25.5","00:40:00"
"Domingo","Pico","Entrega","borda sim","refrigerante não","32","00:30:00"
"Domingo","Pico","Entrega","borda não","refrigerante não","26","00:47:00"
"Domingo","Pico","Buscar","borda não","refrigerante não","27","00:46:00"
"Domingo","Pico","Entrega","borda não","refrigerante não","36","00:34:00"
"Domingo","Pico","Buscar","borda não","refrigerante não","30","00:40:00"
"Domingo","Pico","Buscar","borda não","refrigerante não","20","00:44:00"
"Domingo","Pico","Entrega","borda não","refrigerante não","24.5","00:47:00"
"Domingo","Pico","Buscar","borda não","refrigerante não","28","00:55:00"
"Domingo","Pico","Entrega","borda não","refrigerante não","32.5","00:54:00"
"Domingo","Final","Entrega","borda não","refrigerante não","25.5","00:34:00"
"Domingo","Final","Buscar","borda não","refrigerante sim","36.5","00:42:00"
"Terça-feira","Inicio","Buscar","borda não","refrigerante não","22","00:40:00"
"Terça-feira","Inicio","Entrega","borda não","refrigerante não","20.5","00:30:00"
"Terça-feira","Inicio","Entrega","borda não","refrigerante não","25","00:43:00"
"Terça-feira","Inicio","Buscar","borda não","refrigerante não","32","00:30:00"
"Terça-feira","Pico","Entrega","borda não","refrigerante não","20.5","00:29:00"
"Terça-feira","Pico","Entrega","borda não","refrigerante não","25","00:39:00"
"Terça-feira","Pico","Buscar","borda sim","refrigerante não","32.5","00:22:00"
"Terça-feira","Pico","Entrega","borda não","refrigerante sim","29.5","00:30:00"
"Terça-feira","Pico","Entrega","borda não","refrigerante não","31","00:34:00"
"Terça-feira","Pico","Entrega","borda não","refrigerante sim","38.5","00:50:00"
"Terça-feira","Pico","Buscar","borda não","refrigerante não","30","00:40:00"
"Terça-feira","Final","Buscar","borda não","refrigerante sim","17.5","00:26:00"
"Terça-feira","Final","Entrega","borda não","refrigerante não","21.5","00:25:00"
"Quarta-feira","Inicio","Buscar","borda não","refrigerante não","23","00:41:00"
"Quarta-feira","Inicio","Buscar","borda não","refrigerante não","28","00:48:00"
"Quarta-feira","Inicio","Entrega","borda não","refrigerante não","25.5","00:38:00"
"Quarta-feira","Inicio","Entrega","borda não","refrigerante não","25.5","00:29:00"
"Quarta-feira","Inicio","Buscar","borda não","refrigerante não","30","00:29:00"
"Quarta-feira","Pico","Buscar","borda sim","refrigerante não","30.5","00:35:00"
"Quarta-feira","Pico","Entrega","borda não","refrigerante não","30.5","00:38:00"
"Quarta-feira","Pico","Buscar","borda não","refrigerante não","27","00:41:00"
"Quarta-feira","Pico","Entrega","borda sim","refrigerante não","33.5","00:52:00"
"Quarta-feira","Pico","Buscar","borda não","refrigerante não","27","00:30:00"
"Quarta-feira","Pico","Entrega","borda não","refrigerante não","30.5","00:42:00"
